Time,Ttest,TH,TM
0.00000,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.04927,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.09771,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.14812,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.19683,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.24609,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.29481,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.34347,21.87000,24.00000,23.50000,22.75000,22.87000,25.00000,3.00000
0.39362,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.44213,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.49167,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.53594,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.58533,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.63458,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.68385,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.73341,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.78203,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.83207,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.88012,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.92955,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
0.97904,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.02737,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.07736,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.12639,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.17520,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.22064,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.27006,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.31790,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.36736,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.41728,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.46575,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.51496,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.56470,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.61316,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.66308,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.71207,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.76110,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.81214,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.85961,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.90827,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
1.95355,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.00226,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.05235,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.10122,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.15038,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.19913,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.25021,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.29816,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.34703,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.39562,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.44439,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.49311,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.54328,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.59227,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.63679,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.68839,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.73549,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.78544,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.83369,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.88335,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.93224,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
2.98206,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.03086,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.07944,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.12862,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.17835,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.22738,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.27590,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.32200,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.37047,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.41993,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.46924,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
3.51844,21.81000,23.87000,23.37000,23.00000,23.12000,25.00000,3.00000
