Time,voltage,current,power,TH
560.71146,29.809,1.0798,32.1877582,322.13
561.10117,29.808,1.0798,32.1866784,322.13
561.50491,29.808,1.0798,32.1866784,322.13
561.89423,29.808,1.0798,32.1866784,322.13
562.29952,29.808,1.0798,32.1866784,322.13
562.69816,29.808,1.0798,32.1866784,322.19
563.10109,29.808,1.0798,32.1866784,322.19
563.49056,29.808,1.0798,32.1866784,322.19
563.89598,29.808,1.0797,32.1836976,322.19
564.28402,29.808,1.0797,32.1836976,322.19
564.69174,29.808,1.0797,32.1836976,322.25
565.07915,29.808,1.0797,32.1836976,322.25
565.48388,29.808,1.0797,32.1836976,322.25
565.88807,29.808,1.0797,32.1836976,322.25
566.27665,29.809,1.0797,32.1847773,322.25
566.67697,29.808,1.0796,32.1807168,322.31
567.07962,29.808,1.0796,32.1807168,322.31
567.47236,29.809,1.0796,32.1817964,322.31
567.87824,29.809,1.0796,32.1817964,322.31
568.26543,29.809,1.0796,32.1817964,322.31
568.67008,29.809,1.0796,32.1817964,322.31
569.06946,29.809,1.0796,32.1817964,322.31
569.45976,29.809,1.0796,32.1817964,322.31
569.86012,29.808,1.0796,32.1807168,322.31
570.26283,29.809,1.0796,32.1817964,322.31
570.66696,29.809,1.0796,32.1817964,322.31
571.05732,29.809,1.0796,32.1817964,322.31
571.46055,29.808,1.0795,32.177736,322.38
571.84839,29.809,1.0795,32.1788155,322.38
572.25159,29.809,1.0795,32.1788155,322.38
572.65484,29.809,1.0795,32.1788155,322.38
573.04482,29.809,1.0795,32.1788155,322.38
573.4501,29.81,1.0795,32.179895,322.38
573.85711,29.81,1.0795,32.179895,322.38
574.24584,29.809,1.0795,32.1788155,322.38
574.63373,29.81,1.0795,32.179895,322.38
575.03509,29.81,1.0795,32.179895,322.38
575.44201,29.81,1.0794,32.176914,322.38
575.83043,29.81,1.0794,32.176914,322.38
576.23516,29.81,1.0794,32.176914,322.44
576.624,29.81,1.0794,32.176914,322.44
577.02521,29.809,1.0794,32.1758346,322.44
577.42756,29.809,1.0794,32.1758346,322.44
577.83043,29.809,1.0794,32.1758346,322.44
578.21865,29.809,1.0794,32.1758346,322.5
578.623,29.809,1.0794,32.1758346,322.5
579.01378,29.809,1.0794,32.1758346,322.5
579.41907,29.809,1.0794,32.1758346,322.5
579.81091,29.809,1.0793,32.1728537,322.5
580.21294,29.809,1.0793,32.1728537,322.5
580.61381,29.809,1.0793,32.1728537,322.5
581.01665,29.81,1.0793,32.173933,322.5
581.40663,29.81,1.0793,32.173933,322.5
581.81252,29.81,1.0793,32.173933,322.5
582.20284,29.81,1.0793,32.173933,322.5
582.60729,29.81,1.0793,32.173933,322.5
582.99608,29.81,1.0793,32.173933,322.5
583.40011,29.81,1.0792,32.170952,322.5
583.7895,29.81,1.0792,32.170952,322.5
584.19011,29.81,1.0792,32.170952,322.5
584.59504,29.81,1.0792,32.170952,322.56
584.99625,29.81,1.0792,32.170952,322.56
585.38513,29.809,1.0791,32.1668919,322.56
585.79149,29.809,1.0791,32.1668919,322.56
586.182,29.808,1.0791,32.1658128,322.56
586.58497,29.808,1.0791,32.1658128,322.56
586.9876,29.808,1.0791,32.1658128,322.56
587.37698,29.808,1.0791,32.1658128,322.56
587.78521,29.808,1.079,32.162832,322.56
588.17369,29.807,1.079,32.161753,322.63
588.57746,29.806,1.079,32.160674,322.63
588.96708,29.806,1.0787,32.1517322,322.63
589.37101,29.8,1.0787,32.14526,322.63
589.77518,29.803,1.0789,32.1544567,322.63
590.16473,29.807,1.079,32.161753,322.63
590.56843,29.808,1.079,32.162832,322.63
590.96259,29.809,1.079,32.163911,322.63
591.36618,29.809,1.079,32.163911,322.69
591.75581,29.809,1.0789,32.1609301,322.69
592.16384,29.808,1.0789,32.1598512,322.69
592.55388,29.809,1.0789,32.1609301,322.69
592.95861,29.809,1.0789,32.1609301,322.69
593.14591,29.809,1.0789,32.1609301,322.69
593.34804,29.809,1.0789,32.1609301,322.69
593.55,29.809,1.0789,32.1609301,322.75
593.75371,29.809,1.0789,32.1609301,322.75
593.9405,29.808,1.0789,32.1598512,322.75
594.14272,29.808,1.0788,32.1568704,322.75
594.34622,29.808,1.0789,32.1598512,322.75
594.54849,29.808,1.0788,32.1568704,322.75
594.75064,29.807,1.0788,32.1557916,322.75
594.93853,29.806,1.0788,32.1547128,322.75
595.13951,29.807,1.0788,32.1557916,322.75
595.34178,29.807,1.0788,32.1557916,322.75
595.54258,29.807,1.0788,32.1557916,322.75
595.74695,29.808,1.0788,32.1568704,322.75
595.9337,29.808,1.0788,32.1568704,322.75
596.13629,29.808,1.0788,32.1568704,322.75
596.33724,29.808,1.0788,32.1568704,322.75
596.53935,29.808,1.0788,32.1568704,322.75
596.74118,29.808,1.0788,32.1568704,322.75
596.93764,29.808,1.0788,32.1568704,322.75
597.13667,29.807,1.0788,32.1557916,322.75
597.33468,29.808,1.0787,32.1538896,322.75
597.53379,29.808,1.0788,32.1568704,322.75
597.73473,29.808,1.0788,32.1568704,322.75
597.93477,29.808,1.0787,32.1538896,322.75
598.12216,29.808,1.0788,32.1568704,322.75
598.32212,29.808,1.0788,32.1568704,322.75
598.52473,29.809,1.0788,32.1579492,322.75
598.72818,29.809,1.0788,32.1579492,322.75
598.92998,29.809,1.0787,32.1549683,322.75
599.13041,29.809,1.0788,32.1579492,322.75
599.31855,29.809,1.0788,32.1579492,322.75
599.52053,29.81,1.0788,32.159028,322.75
599.72099,29.81,1.0788,32.159028,322.75
599.91854,29.81,1.0788,32.159028,322.75
600.12069,29.81,1.0788,32.159028,322.75
600.32166,29.81,1.0788,32.159028,322.75
600.52377,29.81,1.0787,32.156047,322.75
600.70971,29.81,1.0787,32.156047,322.75
600.91399,29.809,1.0787,32.1549683,322.75
601.1151,29.809,1.0787,32.1549683,322.75
601.3159,29.809,1.0787,32.1549683,322.75
601.51865,29.809,1.0787,32.1549683,322.75
601.70536,29.808,1.0787,32.1538896,322.75
601.90611,29.809,1.0787,32.1549683,322.75
602.10388,29.81,1.0787,32.156047,322.75
602.30696,29.809,1.0787,32.1549683,322.75
602.5089,29.809,1.0787,32.1549683,322.75
602.7085,29.81,1.0787,32.156047,322.75
602.90933,29.81,1.0787,32.156047,322.75
603.1104,29.809,1.0787,32.1549683,322.75
603.2974,29.809,1.0786,32.1519874,322.75
603.50049,29.809,1.0786,32.1519874,322.75
603.70293,29.809,1.0786,32.1519874,322.75
603.90525,29.809,1.0786,32.1519874,322.75
604.09252,29.809,1.0786,32.1519874,322.75
604.29623,29.809,1.0786,32.1519874,322.75
604.49622,29.809,1.0786,32.1519874,322.75
604.69745,29.809,1.0786,32.1519874,322.75
604.89962,29.808,1.0786,32.1509088,322.75
605.09827,29.808,1.0786,32.1509088,322.75
605.2937,29.807,1.0785,32.1468495,322.75
605.49601,29.807,1.0785,32.1468495,322.75
605.69683,29.807,1.0785,32.1468495,322.75
605.88398,29.807,1.0785,32.1468495,322.75
606.0847,29.807,1.0785,32.1468495,322.75
606.28637,29.807,1.0785,32.1468495,322.75
606.48904,29.807,1.0785,32.1468495,322.75
606.68971,29.808,1.0785,32.147928,322.75
606.88949,29.808,1.0785,32.147928,322.75
607.09281,29.807,1.0785,32.1468495,322.75
607.29133,29.807,1.0785,32.1468495,322.75
607.48965,29.807,1.0785,32.1468495,322.75
607.67727,29.807,1.0785,32.1468495,322.75
607.88015,29.807,1.0785,32.1468495,322.75
608.08272,29.807,1.0785,32.1468495,322.75
608.28575,29.807,1.0785,32.1468495,322.75
608.48555,29.807,1.0785,32.1468495,322.75
608.67178,29.806,1.0785,32.145771,322.75
608.87417,29.807,1.0785,32.1468495,322.75
609.07705,29.807,1.0785,32.1468495,322.81
609.27859,29.807,1.0785,32.1468495,322.81
609.47848,29.807,1.0785,32.1468495,322.81
609.68076,29.807,1.0784,32.1438688,322.81
609.86797,29.807,1.0784,32.1438688,322.81
610.0702,29.807,1.0784,32.1438688,322.81
610.27287,29.807,1.0784,32.1438688,322.81
610.47328,29.806,1.0784,32.1427904,322.81
610.67493,29.806,1.0784,32.1427904,322.81
610.8618,29.805,1.0783,32.1387315,322.81
611.06324,29.804,1.0783,32.1376532,322.81
611.26369,29.803,1.0783,32.1365749,322.81
611.46644,29.802,1.0782,32.1325164,322.81
611.66829,29.798,1.0781,32.1252238,322.81
611.87024,29.805,1.0784,32.141712,322.81
612.05663,29.802,1.0782,32.1325164,322.81
612.25948,29.802,1.0783,32.1354966,322.81
612.45958,29.806,1.0784,32.1427904,322.81
612.66243,29.804,1.0783,32.1376532,322.81
612.86378,29.805,1.0784,32.141712,322.81
613.06501,29.809,1.0785,32.1490065,322.81
613.25268,29.809,1.0784,32.1460256,322.81
613.45384,29.809,1.0784,32.1460256,322.81
613.65629,29.809,1.0784,32.1460256,322.81
613.8592,29.808,1.0784,32.1449472,322.81
614.04595,29.808,1.0784,32.1449472,322.81
614.24809,29.808,1.0784,32.1449472,322.88
614.4461,29.808,1.0784,32.1449472,322.88
614.64582,29.809,1.0784,32.1460256,322.88
614.84746,29.809,1.0784,32.1460256,322.88
615.0497,29.809,1.0784,32.1460256,322.88
615.2495,29.808,1.0784,32.1449472,322.88
615.45375,29.809,1.0784,32.1460256,322.88
615.64053,29.808,1.0783,32.1419664,322.88
615.84269,29.805,1.0782,32.135751,322.88
616.04368,29.805,1.0782,32.135751,322.88
616.24506,29.803,1.0781,32.1306143,322.88
616.44949,29.804,1.0781,32.1316924,322.88
616.63728,29.802,1.0781,32.1295362,322.88
616.83846,29.804,1.0782,32.1346728,322.88
617.03742,29.805,1.0782,32.135751,322.88
617.24085,29.806,1.0782,32.1368292,322.88
617.43015,29.805,1.0782,32.135751,322.88
617.63319,29.805,1.0782,32.135751,322.88
617.83422,29.804,1.0782,32.1346728,322.88
618.03632,29.805,1.0783,32.1387315,322.88
618.23933,29.807,1.0782,32.1379074,322.88
618.43951,29.807,1.0783,32.1408881,322.88
618.62646,29.808,1.0783,32.1419664,322.88
618.82893,29.808,1.0783,32.1419664,322.88
619.03248,29.807,1.0782,32.1379074,322.88
619.2339,29.805,1.0781,32.1327705,322.88
619.43374,29.804,1.0782,32.1346728,322.88
619.63382,29.809,1.0783,32.1430447,322.88
619.8216,29.81,1.0784,32.147104,322.88
620.02295,29.811,1.0784,32.1481824,322.88
620.22637,29.81,1.0784,32.147104,322.88
620.42774,29.81,1.0783,32.144123,322.88
620.61398,29.809,1.0783,32.1430447,322.88
620.81633,29.808,1.0782,32.1389856,322.88
621.01889,29.807,1.0782,32.1379074,322.88
621.22095,29.806,1.0782,32.1368292,322.88
621.42074,29.807,1.0782,32.1379074,322.88
621.61949,29.808,1.0782,32.1389856,322.88
621.82065,29.807,1.0782,32.1379074,322.88
622.00768,29.807,1.0782,32.1379074,322.88
622.21172,29.804,1.078,32.128712,322.88
622.41111,29.801,1.0779,32.1224979,322.88
622.61373,29.801,1.0781,32.1284581,322.88
622.81686,29.805,1.0781,32.1327705,322.88
623.01778,29.806,1.0782,32.1368292,322.88
623.20497,29.807,1.0782,32.1379074,322.88
623.40404,29.807,1.0782,32.1379074,322.88
623.60727,29.808,1.0782,32.1389856,322.88
623.81027,29.808,1.0782,32.1389856,322.88
624.00912,29.808,1.0782,32.1389856,322.94
624.21041,29.808,1.0782,32.1389856,322.94
624.39749,29.808,1.0782,32.1389856,322.94
624.60013,29.808,1.0782,32.1389856,322.94
624.80013,29.809,1.0781,32.1370829,322.94
625.00375,29.804,1.0781,32.1316924,322.94
625.20589,29.808,1.0782,32.1389856,322.94
625.39151,29.809,1.0782,32.1400638,322.94
625.59235,29.81,1.0782,32.141142,322.94
625.79399,29.811,1.0782,32.1422202,322.94
625.99493,29.812,1.0783,32.1462796,322.94
626.19494,29.812,1.0783,32.1462796,322.94
626.39726,29.812,1.0783,32.1462796,322.94
