Time (s),Logical_PWM,Voltage (V),Current (A),Power (W)
0.67484,0.00000,0.00000,0.00000,0.00000
1.07359,0.00000,0.00000,0.00000,0.00000
1.47188,0.00000,0.00000,0.00000,0.00000
1.87046,0.00000,0.00000,0.00000,0.00000
2.26899,0.00000,0.00000,0.00000,0.00000
2.66716,0.00000,0.00000,0.00000,0.00000
3.06624,0.00000,0.00000,0.00000,0.00000
3.46485,0.00000,0.00000,0.00000,0.00000
3.86320,0.00000,0.00000,0.00000,0.00000
4.26129,0.00000,0.00000,0.00000,0.00000
4.65944,0.00000,0.00000,0.00000,0.00000
5.05746,0.00000,0.00000,0.00000,0.00000
5.45656,0.00000,0.00000,0.00000,0.00000
5.85572,0.00000,0.00000,0.00000,0.00000
6.25433,0.00000,0.00000,0.00000,0.00000
6.65242,0.00000,0.00000,0.00000,0.00000
7.05067,0.00000,0.00000,0.00000,0.00000
7.44925,0.00000,0.00000,0.00000,0.00000
7.84804,0.00000,0.00000,0.00000,0.00000
8.24664,0.00000,0.00000,0.00000,0.00000
9.04483,1.00000,0.08100,0.00550,0.00045
9.44280,1.00000,0.08100,0.00540,0.00044
9.84188,1.00000,0.08100,0.00540,0.00044
10.23926,1.00000,0.08100,0.00550,0.00045
10.63830,1.00000,0.08100,0.00520,0.00042
11.03711,1.00000,0.08100,0.00540,0.00044
11.43510,1.00000,0.08100,0.00540,0.00044
11.83325,1.00000,0.08100,0.00550,0.00045
12.23187,1.00000,0.08100,0.00550,0.00045
12.63053,1.00000,0.08100,0.00540,0.00044
13.02923,1.00000,0.08100,0.00540,0.00044
13.42757,1.00000,0.08100,0.00560,0.00045
13.82604,1.00000,0.08100,0.00560,0.00045
14.22465,1.00000,0.08100,0.00550,0.00045
14.62336,1.00000,0.08100,0.00550,0.00045
15.02150,1.00000,0.08100,0.00560,0.00045
15.41984,1.00000,0.08100,0.00550,0.00045
15.81852,1.00000,0.08100,0.00550,0.00045
16.21681,1.00000,0.08100,0.00550,0.00045
16.61542,1.00000,0.08100,0.00550,0.00045
17.41289,2.00000,0.19500,0.01200,0.00234
17.81150,2.00000,0.19500,0.01160,0.00226
18.20980,2.00000,0.19500,0.01180,0.00230
18.60850,2.00000,0.19500,0.01170,0.00228
19.00613,2.00000,0.19500,0.01190,0.00232
19.40523,2.00000,0.19500,0.01170,0.00228
19.80340,2.00000,0.19500,0.01190,0.00232
20.20207,2.00000,0.19500,0.01180,0.00230
20.60026,2.00000,0.19500,0.01160,0.00226
20.99867,2.00000,0.19500,0.01200,0.00234
21.39742,2.00000,0.19500,0.01180,0.00230
21.79619,2.00000,0.19500,0.01180,0.00230
22.19446,2.00000,0.19500,0.01200,0.00234
22.59256,2.00000,0.19500,0.01180,0.00230
22.99172,2.00000,0.19500,0.01180,0.00230
23.38981,2.00000,0.19500,0.01180,0.00230
23.78891,2.00000,0.19500,0.01180,0.00230
24.18665,2.00000,0.19500,0.01190,0.00232
24.58526,2.00000,0.19500,0.01190,0.00232
24.98415,2.00000,0.19500,0.01190,0.00232
25.78083,3.00000,0.31000,0.01820,0.00564
26.17954,3.00000,0.31000,0.01830,0.00567
26.57802,3.00000,0.31000,0.01830,0.00567
26.97622,3.00000,0.31000,0.01840,0.00570
27.37438,3.00000,0.30900,0.01850,0.00572
27.77390,3.00000,0.30900,0.01840,0.00569
28.17175,3.00000,0.30900,0.01840,0.00569
28.57011,3.00000,0.31000,0.01830,0.00567
28.96909,3.00000,0.30900,0.01830,0.00565
29.36698,3.00000,0.30900,0.01850,0.00572
29.76671,3.00000,0.30900,0.01840,0.00569
30.16443,3.00000,0.30900,0.01840,0.00569
30.56273,3.00000,0.30900,0.01830,0.00565
30.96101,3.00000,0.30900,0.01840,0.00569
31.36011,3.00000,0.30900,0.01840,0.00569
31.75875,3.00000,0.30900,0.01850,0.00572
32.15691,3.00000,0.30900,0.01850,0.00572
32.55498,3.00000,0.30900,0.01850,0.00572
32.95375,3.00000,0.30900,0.01850,0.00572
33.35237,3.00000,0.30900,0.01840,0.00569
34.34873,4.00000,0.42300,0.02510,0.01062
34.74662,4.00000,0.42400,0.02510,0.01064
35.14511,4.00000,0.42300,0.02510,0.01062
35.54375,4.00000,0.42300,0.02510,0.01062
35.94224,4.00000,0.42300,0.02490,0.01053
36.34136,4.00000,0.42300,0.02520,0.01066
36.73983,4.00000,0.42300,0.02510,0.01062
37.13783,4.00000,0.42300,0.02520,0.01066
37.53598,4.00000,0.42300,0.02510,0.01062
37.93516,4.00000,0.42300,0.02530,0.01070
38.33347,4.00000,0.42300,0.02520,0.01066
38.73221,4.00000,0.42300,0.02510,0.01062
39.13084,4.00000,0.42300,0.02510,0.01062
39.52844,4.00000,0.42300,0.02510,0.01062
39.92805,4.00000,0.42300,0.02520,0.01066
40.32612,4.00000,0.42300,0.02530,0.01070
40.72477,4.00000,0.42300,0.02510,0.01062
41.12286,4.00000,0.42300,0.02510,0.01062
41.52171,4.00000,0.42300,0.02530,0.01070
41.91974,4.00000,0.42300,0.02530,0.01070
42.91623,5.00000,0.53700,0.03190,0.01713
43.31431,5.00000,0.53700,0.03190,0.01713
43.71279,5.00000,0.53700,0.03200,0.01718
44.11139,5.00000,0.53700,0.03190,0.01713
44.51049,5.00000,0.53700,0.03200,0.01718
44.90882,5.00000,0.53700,0.03200,0.01718
45.30754,5.00000,0.53700,0.03190,0.01713
45.70623,5.00000,0.53700,0.03210,0.01724
46.10412,5.00000,0.53700,0.03180,0.01708
46.50275,5.00000,0.53700,0.03200,0.01718
46.90139,5.00000,0.53700,0.03210,0.01724
47.29968,5.00000,0.53700,0.03210,0.01724
47.69792,5.00000,0.53700,0.03190,0.01713
48.09674,5.00000,0.53700,0.03200,0.01718
48.49491,5.00000,0.53700,0.03210,0.01724
48.89350,5.00000,0.53700,0.03210,0.01724
49.29259,5.00000,0.53700,0.03210,0.01724
49.69070,5.00000,0.53700,0.03210,0.01724
50.08880,5.00000,0.53700,0.03230,0.01735
50.48792,5.00000,0.53700,0.03210,0.01724
51.48404,6.00000,0.65100,0.03870,0.02519
51.88206,6.00000,0.65100,0.03880,0.02526
52.28113,6.00000,0.65100,0.03890,0.02532
52.67980,6.00000,0.65100,0.03870,0.02519
53.07790,6.00000,0.65100,0.03880,0.02526
53.47640,6.00000,0.65100,0.03890,0.02532
53.87458,6.00000,0.65100,0.03890,0.02532
54.27318,6.00000,0.65100,0.03900,0.02539
54.67179,6.00000,0.65100,0.03900,0.02539
55.07025,6.00000,0.65100,0.03900,0.02539
55.46787,6.00000,0.65000,0.03890,0.02528
55.86702,6.00000,0.65100,0.03890,0.02532
56.26587,6.00000,0.65000,0.03900,0.02535
56.66406,6.00000,0.65100,0.03900,0.02539
57.06367,6.00000,0.65000,0.03900,0.02535
57.46077,6.00000,0.65000,0.03930,0.02555
57.85996,6.00000,0.65000,0.03910,0.02542
58.25855,6.00000,0.65000,0.03910,0.02542
58.65722,6.00000,0.65000,0.03910,0.02542
59.05503,6.00000,0.65000,0.03910,0.02542
60.05143,7.00000,0.76400,0.04600,0.03514
60.44989,7.00000,0.76400,0.04600,0.03514
60.84866,7.00000,0.76400,0.04590,0.03507
61.24731,7.00000,0.76400,0.04580,0.03499
61.64545,7.00000,0.76400,0.04590,0.03507
62.04403,7.00000,0.76400,0.04590,0.03507
62.44222,7.00000,0.76400,0.04600,0.03514
62.84088,7.00000,0.76400,0.04620,0.03530
63.23921,7.00000,0.76400,0.04610,0.03522
63.63840,7.00000,0.76400,0.04600,0.03514
64.03599,7.00000,0.76400,0.04610,0.03522
64.43472,7.00000,0.76400,0.04590,0.03507
64.83393,7.00000,0.76400,0.04600,0.03514
65.23166,7.00000,0.76400,0.04620,0.03530
65.63003,7.00000,0.76400,0.04620,0.03530
66.02917,7.00000,0.76400,0.04610,0.03522
66.42680,7.00000,0.76400,0.04610,0.03522
66.82578,7.00000,0.76400,0.04630,0.03537
67.22478,7.00000,0.76400,0.04620,0.03530
67.62303,7.00000,0.76400,0.04620,0.03530
68.62024,8.00000,0.87800,0.05310,0.04662
69.01836,8.00000,0.87800,0.05320,0.04671
69.41656,8.00000,0.87700,0.05310,0.04657
69.81519,8.00000,0.87700,0.05300,0.04648
70.21400,8.00000,0.87700,0.05300,0.04648
70.61215,8.00000,0.87700,0.05310,0.04657
71.01125,8.00000,0.87700,0.05310,0.04657
71.40884,8.00000,0.87700,0.05320,0.04666
71.80728,8.00000,0.87700,0.05320,0.04666
72.20663,8.00000,0.87700,0.05310,0.04657
72.60495,8.00000,0.87700,0.05310,0.04657
73.00272,8.00000,0.87700,0.05320,0.04666
73.40233,8.00000,0.87700,0.05320,0.04666
73.80054,8.00000,0.87700,0.05320,0.04666
74.19924,8.00000,0.87700,0.05340,0.04683
74.59707,8.00000,0.87700,0.05320,0.04666
74.99554,8.00000,0.87700,0.05320,0.04666
75.39397,8.00000,0.87700,0.05340,0.04683
75.79279,8.00000,0.87700,0.05330,0.04674
76.19092,8.00000,0.87700,0.05360,0.04701
77.18727,9.00000,0.99100,0.06010,0.05956
77.58566,9.00000,0.99100,0.06030,0.05976
77.98441,9.00000,0.99100,0.06030,0.05976
78.38312,9.00000,0.99100,0.06040,0.05986
78.78130,9.00000,0.99100,0.06030,0.05976
79.17947,9.00000,0.99100,0.06040,0.05986
79.57792,9.00000,0.99100,0.06050,0.05996
79.97659,9.00000,0.99100,0.06030,0.05976
80.37529,9.00000,0.99100,0.06030,0.05976
80.77398,9.00000,0.99000,0.06050,0.05989
81.17266,9.00000,0.99000,0.06050,0.05989
81.57033,9.00000,0.99000,0.06050,0.05989
81.96889,9.00000,0.99000,0.06040,0.05980
82.36742,9.00000,0.99000,0.06050,0.05989
82.76604,9.00000,0.99000,0.06070,0.06009
83.16472,9.00000,0.99000,0.06050,0.05989
83.56281,9.00000,0.99000,0.06070,0.06009
83.96155,9.00000,0.99000,0.06060,0.05999
84.35968,9.00000,0.99000,0.06050,0.05989
84.75893,9.00000,0.99000,0.06050,0.05989
85.75487,10.00000,1.10400,0.06740,0.07441
86.15323,10.00000,1.10400,0.06760,0.07463
86.55146,10.00000,1.10400,0.06750,0.07452
86.94981,10.00000,1.10400,0.06750,0.07452
87.34866,10.00000,1.10400,0.06770,0.07474
87.74678,10.00000,1.10400,0.06760,0.07463
88.14600,10.00000,1.10400,0.06760,0.07463
88.54426,10.00000,1.10400,0.06770,0.07474
88.94256,10.00000,1.10400,0.06770,0.07474
89.34127,10.00000,1.10400,0.06760,0.07463
89.73939,10.00000,1.10400,0.06770,0.07474
90.13851,10.00000,1.10400,0.06770,0.07474
90.53686,10.00000,1.10300,0.06770,0.07467
90.93521,10.00000,1.10300,0.06780,0.07478
91.33406,10.00000,1.10300,0.06770,0.07467
91.73219,10.00000,1.10300,0.06790,0.07489
92.13039,10.00000,1.10300,0.06800,0.07500
92.52892,10.00000,1.10300,0.06780,0.07478
92.92789,10.00000,1.10300,0.06810,0.07511
93.32555,10.00000,1.10300,0.06790,0.07489
94.32221,11.00000,1.21700,0.07480,0.09103
94.72064,11.00000,1.21700,0.07490,0.09115
95.11896,11.00000,1.21700,0.07480,0.09103
95.51793,11.00000,1.21700,0.07500,0.09128
95.91598,11.00000,1.21700,0.07500,0.09128
96.31451,11.00000,1.21700,0.07500,0.09128
96.71299,11.00000,1.21700,0.07500,0.09128
97.11159,11.00000,1.21700,0.07500,0.09128
97.50991,11.00000,1.21700,0.07490,0.09115
97.90890,11.00000,1.21700,0.07500,0.09128
98.30675,11.00000,1.21700,0.07520,0.09152
98.70606,11.00000,1.21700,0.07510,0.09140
99.10372,11.00000,1.21700,0.07500,0.09128
99.50212,11.00000,1.21600,0.07510,0.09132
99.90087,11.00000,1.21600,0.07520,0.09144
100.29926,11.00000,1.21600,0.07530,0.09156
100.69768,11.00000,1.21600,0.07510,0.09132
101.09672,11.00000,1.21600,0.07520,0.09144
101.49548,11.00000,1.21600,0.07520,0.09144
101.89326,11.00000,1.21600,0.07510,0.09132
102.88961,12.00000,1.33000,0.08230,0.10946
103.28860,12.00000,1.33000,0.08240,0.10959
103.68639,12.00000,1.33000,0.08240,0.10959
104.08498,12.00000,1.33000,0.08230,0.10946
104.48422,12.00000,1.33000,0.08220,0.10933
104.88225,12.00000,1.33000,0.08240,0.10959
105.28050,12.00000,1.33000,0.08240,0.10959
105.67941,12.00000,1.33000,0.08230,0.10946
106.07758,12.00000,1.33000,0.08250,0.10973
106.47623,12.00000,1.33000,0.08240,0.10959
106.87485,12.00000,1.33000,0.08230,0.10946
107.27318,12.00000,1.33000,0.08250,0.10973
107.67142,12.00000,1.32900,0.08260,0.10978
108.06981,12.00000,1.33000,0.08250,0.10973
108.46885,12.00000,1.32900,0.08250,0.10964
108.86717,12.00000,1.32900,0.08250,0.10964
109.26551,12.00000,1.33000,0.08270,0.10999
109.66401,12.00000,1.32900,0.08250,0.10964
110.06260,12.00000,1.32900,0.08260,0.10978
110.46117,12.00000,1.32900,0.08270,0.10991
111.45770,13.00000,1.44300,0.08960,0.12929
111.85624,13.00000,1.44300,0.08970,0.12944
112.25403,13.00000,1.44300,0.08980,0.12958
112.65265,13.00000,1.44300,0.08980,0.12958
113.05105,13.00000,1.44300,0.08980,0.12958
113.44958,13.00000,1.44300,0.08970,0.12944
113.84849,13.00000,1.44300,0.08980,0.12958
114.24687,13.00000,1.44300,0.08970,0.12944
114.64524,13.00000,1.44300,0.08990,0.12973
115.04368,13.00000,1.44300,0.08980,0.12958
115.44195,13.00000,1.44200,0.08990,0.12964
115.84094,13.00000,1.44300,0.08990,0.12973
116.23907,13.00000,1.44200,0.09000,0.12978
116.63725,13.00000,1.44200,0.08980,0.12949
117.03588,13.00000,1.44200,0.08990,0.12964
117.43434,13.00000,1.44200,0.09000,0.12978
117.83295,13.00000,1.44200,0.08990,0.12964
118.23145,13.00000,1.44200,0.09000,0.12978
118.63046,13.00000,1.44200,0.09000,0.12978
119.02996,13.00000,1.44200,0.09000,0.12978
120.02503,14.00000,1.55600,0.09710,0.15109
120.42285,14.00000,1.55600,0.09710,0.15109
120.82133,14.00000,1.55600,0.09720,0.15124
121.22024,14.00000,1.55600,0.09720,0.15124
121.61829,14.00000,1.55600,0.09720,0.15124
122.01731,14.00000,1.55600,0.09710,0.15109
122.41572,14.00000,1.55600,0.09720,0.15124
122.81383,14.00000,1.55500,0.09710,0.15099
123.21276,14.00000,1.55500,0.09730,0.15130
123.61140,14.00000,1.55500,0.09750,0.15161
124.00984,14.00000,1.55500,0.09720,0.15115
124.40760,14.00000,1.55500,0.09740,0.15146
124.80648,14.00000,1.55500,0.09750,0.15161
125.20509,14.00000,1.55500,0.09730,0.15130
125.60365,14.00000,1.55500,0.09740,0.15146
126.00174,14.00000,1.55500,0.09720,0.15115
126.40038,14.00000,1.55500,0.09730,0.15130
126.79924,14.00000,1.55500,0.09730,0.15130
127.19688,14.00000,1.55500,0.09740,0.15146
127.59598,14.00000,1.55500,0.09740,0.15146
128.59145,15.00000,1.66900,0.10440,0.17424
128.99002,15.00000,1.66900,0.10470,0.17474
129.38833,15.00000,1.66800,0.10460,0.17447
129.78747,15.00000,1.66900,0.10470,0.17474
130.18527,15.00000,1.66800,0.10460,0.17447
130.58434,15.00000,1.66800,0.10470,0.17464
130.98303,15.00000,1.66800,0.10460,0.17447
131.38112,15.00000,1.66800,0.10460,0.17447
131.77923,15.00000,1.66800,0.10460,0.17447
132.17813,15.00000,1.66800,0.10470,0.17464
132.57621,15.00000,1.66800,0.10470,0.17464
132.97484,15.00000,1.66800,0.10470,0.17464
133.37295,15.00000,1.66800,0.10460,0.17447
133.77211,15.00000,1.66800,0.10470,0.17464
134.17074,15.00000,1.66800,0.10490,0.17497
134.56864,15.00000,1.66800,0.10480,0.17481
134.96727,15.00000,1.66800,0.10480,0.17481
135.36630,15.00000,1.66800,0.10490,0.17497
135.76446,15.00000,1.66800,0.10490,0.17497
136.16303,15.00000,1.66800,0.10490,0.17497
137.15928,16.00000,1.78100,0.11190,0.19929
137.55775,16.00000,1.78100,0.11200,0.19947
137.95594,16.00000,1.78100,0.11210,0.19965
138.35454,16.00000,1.78100,0.11200,0.19947
138.75295,16.00000,1.78100,0.11210,0.19965
139.15223,16.00000,1.78100,0.11220,0.19983
139.55043,16.00000,1.78100,0.11200,0.19947
139.94865,16.00000,1.78100,0.11200,0.19947
140.34710,16.00000,1.78100,0.11220,0.19983
140.74550,16.00000,1.78100,0.11210,0.19965
141.14393,16.00000,1.78100,0.11220,0.19983
141.54294,16.00000,1.78100,0.11200,0.19947
141.94099,16.00000,1.78100,0.11240,0.20018
142.33944,16.00000,1.78100,0.11220,0.19983
142.73768,16.00000,1.78100,0.11210,0.19965
143.13690,16.00000,1.78100,0.11210,0.19965
143.53556,16.00000,1.78100,0.11210,0.19965
143.93324,16.00000,1.78100,0.11210,0.19965
144.33171,16.00000,1.78100,0.11220,0.19983
144.73049,16.00000,1.78100,0.11230,0.20001
145.72682,17.00000,1.89400,0.11950,0.22633
146.12564,17.00000,1.89400,0.11940,0.22614
146.52380,17.00000,1.89400,0.11940,0.22614
146.92195,17.00000,1.89400,0.11940,0.22614
147.32043,17.00000,1.89400,0.11940,0.22614
147.71964,17.00000,1.89400,0.11940,0.22614
148.11768,17.00000,1.89400,0.11950,0.22633
148.51679,17.00000,1.89400,0.11950,0.22633
148.91478,17.00000,1.89400,0.11960,0.22652
149.31310,17.00000,1.89400,0.11970,0.22671
149.71130,17.00000,1.89400,0.11960,0.22652
150.10993,17.00000,1.89400,0.11970,0.22671
150.50906,17.00000,1.89400,0.11940,0.22614
150.90719,17.00000,1.89400,0.11970,0.22671
151.30596,17.00000,1.89400,0.11960,0.22652
151.70426,17.00000,1.89400,0.11960,0.22652
152.10302,17.00000,1.89400,0.11960,0.22652
152.50167,17.00000,1.89400,0.11960,0.22652
152.89993,17.00000,1.89400,0.11950,0.22633
153.29774,17.00000,1.89400,0.11960,0.22652
154.09502,18.00000,2.00700,0.12680,0.25449
154.29470,18.00000,2.00700,0.12670,0.25429
154.49324,18.00000,2.00700,0.12690,0.25469
154.69244,18.00000,2.00700,0.12690,0.25469
154.89181,18.00000,2.00700,0.12680,0.25449
155.09137,18.00000,2.00700,0.12690,0.25469
155.29041,18.00000,2.00700,0.12680,0.25449
155.48975,18.00000,2.00700,0.12680,0.25449
155.68941,18.00000,2.00700,0.12700,0.25489
155.88838,18.00000,2.00700,0.12690,0.25469
156.08728,18.00000,2.00700,0.12690,0.25469
156.28650,18.00000,2.00700,0.12690,0.25469
156.48586,18.00000,2.00700,0.12680,0.25449
156.68515,18.00000,2.00700,0.12680,0.25449
156.88469,18.00000,2.00700,0.12690,0.25469
157.08457,18.00000,2.00700,0.12720,0.25529
157.28302,18.00000,2.00700,0.12690,0.25469
157.48243,18.00000,2.00700,0.12700,0.25489
157.68142,18.00000,2.00700,0.12690,0.25469
157.88130,18.00000,2.00700,0.12690,0.25469
158.68247,19.00000,2.12000,0.13410,0.28429
158.87731,19.00000,2.12000,0.13400,0.28408
159.07642,19.00000,2.12000,0.13410,0.28429
159.27502,19.00000,2.12000,0.13430,0.28472
159.47453,19.00000,2.12000,0.13400,0.28408
159.67416,19.00000,2.12000,0.13400,0.28408
159.87317,19.00000,2.12000,0.13420,0.28450
160.07245,19.00000,2.12000,0.13400,0.28408
160.27200,19.00000,2.12000,0.13420,0.28450
160.67037,19.00000,2.12000,0.13420,0.28450
160.86845,19.00000,2.12000,0.13430,0.28472
161.26851,19.00000,2.12000,0.13420,0.28450
161.46764,19.00000,2.12000,0.13410,0.28429
161.86547,19.00000,2.12000,0.13420,0.28450
162.06484,19.00000,2.12000,0.13430,0.28472
162.46300,19.00000,2.12000,0.13420,0.28450
162.66235,19.00000,2.12000,0.13440,0.28493
162.86239,19.00000,2.12000,0.13420,0.28450
163.26079,19.00000,2.12000,0.13450,0.28514
163.45944,19.00000,2.12000,0.13430,0.28472
164.25671,20.00000,2.23300,0.14130,0.31552
164.45588,20.00000,2.23300,0.14150,0.31597
164.85477,20.00000,2.23300,0.14130,0.31552
165.05384,20.00000,2.23300,0.14120,0.31530
165.45244,20.00000,2.23300,0.14150,0.31597
165.65175,20.00000,2.23300,0.14150,0.31597
166.05005,20.00000,2.23300,0.14150,0.31597
166.24876,20.00000,2.23300,0.14140,0.31575
166.64736,20.00000,2.23300,0.14160,0.31619
166.84647,20.00000,2.23300,0.14140,0.31575
167.04631,20.00000,2.23300,0.14150,0.31597
167.44487,20.00000,2.23300,0.14140,0.31575
167.64357,20.00000,2.23300,0.14150,0.31597
168.04210,20.00000,2.23300,0.14140,0.31575
168.24125,20.00000,2.23300,0.14160,0.31619
168.44060,20.00000,2.23300,0.14150,0.31597
168.63967,20.00000,2.23300,0.14140,0.31575
169.03853,20.00000,2.23300,0.14150,0.31597
169.23794,20.00000,2.23300,0.14150,0.31597
169.63648,20.00000,2.23300,0.14170,0.31642
170.43271,21.00000,2.34600,0.14880,0.34908
170.63203,21.00000,2.34600,0.14870,0.34885
171.03118,21.00000,2.34600,0.14860,0.34862
171.23039,21.00000,2.34600,0.14850,0.34838
171.62831,21.00000,2.34600,0.14880,0.34908
171.82790,21.00000,2.34600,0.14880,0.34908
172.02693,21.00000,2.34600,0.14880,0.34908
172.42510,21.00000,2.34600,0.14870,0.34885
172.62506,21.00000,2.34600,0.14870,0.34885
172.82369,21.00000,2.34600,0.14880,0.34908
173.22301,21.00000,2.34600,0.14870,0.34885
173.62070,21.00000,2.34600,0.14870,0.34885
174.01979,21.00000,2.34600,0.14880,0.34908
174.41832,21.00000,2.34600,0.14880,0.34908
174.81616,21.00000,2.34600,0.14870,0.34885
175.21509,21.00000,2.34600,0.14900,0.34955
175.61408,21.00000,2.34600,0.14880,0.34908
176.01192,21.00000,2.34600,0.14880,0.34908
176.41071,21.00000,2.34600,0.14880,0.34908
176.80849,21.00000,2.34600,0.14880,0.34908
177.60620,22.00000,2.45900,0.15600,0.38360
178.00500,22.00000,2.45900,0.15610,0.38385
178.40341,22.00000,2.45900,0.15590,0.38336
178.80144,22.00000,2.45900,0.15590,0.38336
179.19993,22.00000,2.45900,0.15600,0.38360
179.59804,22.00000,2.45900,0.15600,0.38360
179.99721,22.00000,2.45900,0.15600,0.38360
180.39585,22.00000,2.45900,0.15600,0.38360
180.79382,22.00000,2.45900,0.15600,0.38360
181.19249,22.00000,2.45900,0.15600,0.38360
181.59131,22.00000,2.45900,0.15600,0.38360
181.98904,22.00000,2.45900,0.15610,0.38385
182.38749,22.00000,2.45900,0.15610,0.38385
182.78633,22.00000,2.45900,0.15600,0.38360
183.18500,22.00000,2.45900,0.15610,0.38385
183.58299,22.00000,2.45900,0.15610,0.38385
183.98202,22.00000,2.45900,0.15610,0.38385
184.38016,22.00000,2.45900,0.15600,0.38360
184.77863,22.00000,2.45900,0.15610,0.38385
185.17736,22.00000,2.45900,0.15600,0.38360
185.97404,23.00000,2.57200,0.16310,0.41949
186.37237,23.00000,2.57200,0.16320,0.41975
186.77104,23.00000,2.57200,0.16320,0.41975
187.17006,23.00000,2.57200,0.16360,0.42078
187.56868,23.00000,2.57200,0.16320,0.41975
187.96729,23.00000,2.57200,0.16330,0.42001
188.36576,23.00000,2.57200,0.16340,0.42026
188.76408,23.00000,2.57200,0.16320,0.41975
189.16222,23.00000,2.57200,0.16330,0.42001
189.56043,23.00000,2.57200,0.16340,0.42026
189.95891,23.00000,2.57200,0.16330,0.42001
190.35697,23.00000,2.57200,0.16330,0.42001
190.75600,23.00000,2.57200,0.16320,0.41975
191.15459,23.00000,2.57200,0.16320,0.41975
191.55350,23.00000,2.57200,0.16340,0.42026
191.95207,23.00000,2.57200,0.16350,0.42052
192.35005,23.00000,2.57200,0.16330,0.42001
192.74827,23.00000,2.57200,0.16350,0.42052
193.14660,23.00000,2.57200,0.16320,0.41975
193.54550,23.00000,2.57200,0.16340,0.42026
194.34277,24.00000,2.68500,0.17040,0.45752
194.74102,24.00000,2.68500,0.17060,0.45806
195.13925,24.00000,2.68500,0.17060,0.45806
195.53806,24.00000,2.68500,0.17050,0.45779
195.93672,24.00000,2.68500,0.17050,0.45779
196.33538,24.00000,2.68500,0.17040,0.45752
196.73403,24.00000,2.68500,0.17050,0.45779
197.13155,24.00000,2.68500,0.17050,0.45779
197.53048,24.00000,2.68500,0.17040,0.45752
197.92847,24.00000,2.68500,0.17050,0.45779
198.32725,24.00000,2.68500,0.17050,0.45779
198.72591,24.00000,2.68500,0.17060,0.45806
199.12395,24.00000,2.68500,0.17040,0.45752
199.52259,24.00000,2.68500,0.17070,0.45833
199.92120,24.00000,2.68500,0.17040,0.45752
200.31952,24.00000,2.68500,0.17030,0.45726
200.71813,24.00000,2.68500,0.17070,0.45833
201.11722,24.00000,2.68500,0.17050,0.45779
201.51536,24.00000,2.68500,0.17050,0.45779
201.91344,24.00000,2.68500,0.17060,0.45806
202.71066,25.00000,2.79800,0.17760,0.49692
203.10982,25.00000,2.79800,0.17760,0.49692
203.50741,25.00000,2.79800,0.17760,0.49692
203.90593,25.00000,2.79800,0.17760,0.49692
204.30473,25.00000,2.79800,0.17760,0.49692
204.70346,25.00000,2.79800,0.17750,0.49665
205.10164,25.00000,2.79800,0.17760,0.49692
205.49985,25.00000,2.79800,0.17760,0.49692
205.89920,25.00000,2.79800,0.17770,0.49720
206.29731,25.00000,2.79800,0.17770,0.49720
206.69611,25.00000,2.79800,0.17770,0.49720
207.09466,25.00000,2.79800,0.17780,0.49748
207.49282,25.00000,2.79800,0.17760,0.49692
207.89148,25.00000,2.79800,0.17770,0.49720
208.29042,25.00000,2.79800,0.17770,0.49720
208.68852,25.00000,2.79800,0.17760,0.49692
209.08647,25.00000,2.79800,0.17780,0.49748
209.48558,25.00000,2.79800,0.17770,0.49720
209.88412,25.00000,2.79800,0.17770,0.49720
210.28199,25.00000,2.79800,0.17760,0.49692
211.07877,26.00000,2.91200,0.18470,0.53785
211.47806,26.00000,2.91200,0.18480,0.53814
211.87651,26.00000,2.91200,0.18470,0.53785
212.27510,26.00000,2.91200,0.18480,0.53814
212.67319,26.00000,2.91200,0.18480,0.53814
213.07131,26.00000,2.91200,0.18500,0.53872
213.46995,26.00000,2.91200,0.18480,0.53814
213.86907,26.00000,2.91200,0.18490,0.53843
214.26680,26.00000,2.91200,0.18480,0.53814
214.66574,26.00000,2.91200,0.18480,0.53814
215.06401,26.00000,2.91200,0.18480,0.53814
215.46250,26.00000,2.91200,0.18480,0.53814
215.86163,26.00000,2.91200,0.18490,0.53843
216.25961,26.00000,2.91200,0.18480,0.53814
216.65699,26.00000,2.91200,0.18480,0.53814
217.05645,26.00000,2.91200,0.18470,0.53785
217.45517,26.00000,2.91200,0.18480,0.53814
217.85370,26.00000,2.91200,0.18480,0.53814
218.25205,26.00000,2.91200,0.18470,0.53785
218.65042,26.00000,2.91200,0.18470,0.53785
219.44722,27.00000,3.02500,0.19190,0.58050
219.84613,27.00000,3.02500,0.19180,0.58020
220.24424,27.00000,3.02500,0.19190,0.58050
220.64301,27.00000,3.02500,0.19190,0.58050
221.04111,27.00000,3.02500,0.19200,0.58080
221.43932,27.00000,3.02500,0.19200,0.58080
221.83797,27.00000,3.02500,0.19190,0.58050
222.23670,27.00000,3.02500,0.19200,0.58080
222.63506,27.00000,3.02500,0.19200,0.58080
223.03319,27.00000,3.02500,0.19190,0.58050
223.43214,27.00000,3.02500,0.19190,0.58050
223.83088,27.00000,3.02500,0.19190,0.58050
224.22819,27.00000,3.02500,0.19180,0.58020
224.62762,27.00000,3.02500,0.19180,0.58020
225.02631,27.00000,3.02500,0.19190,0.58050
225.42460,27.00000,3.02500,0.19180,0.58020
225.82311,27.00000,3.02500,0.19190,0.58050
226.22176,27.00000,3.02500,0.19180,0.58020
