Time (s),Logical_PWM,Voltage (V),Current (A),Power (W)
444.59444,53.00000,6.00200,0.35360,2.12231
444.99291,53.00000,6.00200,0.35360,2.12231
445.39102,53.00000,6.00200,0.35350,2.12171
445.78913,53.00000,6.00300,0.35330,2.12086
446.18773,53.00000,6.00300,0.35330,2.12086
446.58652,53.00000,6.00300,0.35340,2.12146
446.98542,53.00000,6.00300,0.35330,2.12086
447.98104,54.00000,6.11700,0.35980,2.20090
448.37988,54.00000,6.11700,0.35970,2.20028
448.77850,54.00000,6.11700,0.35960,2.19967
449.17676,54.00000,6.11700,0.35960,2.19967
449.57470,54.00000,6.11700,0.35960,2.19967
449.97414,54.00000,6.11700,0.35960,2.19967
450.37190,54.00000,6.11700,0.35950,2.19906
450.76959,54.00000,6.11800,0.35940,2.19881
451.16939,54.00000,6.11800,0.35930,2.19820
451.56769,54.00000,6.11800,0.35930,2.19820
451.96586,54.00000,6.11800,0.35910,2.19697
452.36450,54.00000,6.11800,0.35910,2.19697
452.76283,54.00000,6.11800,0.35900,2.19636
453.16150,54.00000,6.11800,0.35900,2.19636
453.55970,54.00000,6.11800,0.35890,2.19575
453.95902,54.00000,6.11800,0.35910,2.19697
454.35727,54.00000,6.11800,0.35890,2.19575
454.75548,54.00000,6.11800,0.35870,2.19453
455.15369,54.00000,6.11800,0.35880,2.19514
455.55297,54.00000,6.11900,0.35860,2.19427
456.54910,55.00000,6.23300,0.36530,2.27691
456.94719,55.00000,6.23300,0.36510,2.27567
457.34543,55.00000,6.23300,0.36500,2.27504
457.74418,55.00000,6.23300,0.36500,2.27504
458.14233,55.00000,6.23300,0.36500,2.27504
458.54098,55.00000,6.23300,0.36490,2.27442
458.93929,55.00000,6.23300,0.36490,2.27442
459.33795,55.00000,6.23300,0.36470,2.27318
459.73706,55.00000,6.23300,0.36470,2.27318
460.13549,55.00000,6.23300,0.36460,2.27255
460.53416,55.00000,6.23300,0.36450,2.27193
460.93183,55.00000,6.23300,0.36460,2.27255
461.33107,55.00000,6.23400,0.36440,2.27167
461.72912,55.00000,6.23400,0.36450,2.27229
462.12724,55.00000,6.23400,0.36440,2.27167
462.52639,55.00000,6.23400,0.36430,2.27105
462.92500,55.00000,6.23400,0.36430,2.27105
463.32340,55.00000,6.23400,0.36420,2.27042
463.72155,55.00000,6.23400,0.36410,2.26980
464.11985,55.00000,6.23400,0.36410,2.26980
465.11597,56.00000,6.34800,0.37060,2.35257
465.51491,56.00000,6.34800,0.37050,2.35193
465.91388,56.00000,6.34900,0.37030,2.35103
466.31161,56.00000,6.34900,0.37040,2.35167
466.71081,56.00000,6.34900,0.37020,2.35040
467.10861,56.00000,6.34900,0.37030,2.35103
467.50694,56.00000,6.34900,0.37010,2.34976
467.90612,56.00000,6.34900,0.37010,2.34976
468.30410,56.00000,6.34900,0.37010,2.34976
468.70333,56.00000,6.34900,0.37010,2.34976
469.10169,56.00000,6.34900,0.36990,2.34850
469.49948,56.00000,6.34900,0.36980,2.34786
469.89816,56.00000,6.34900,0.36980,2.34786
470.29685,56.00000,6.35000,0.36980,2.34823
470.69552,56.00000,6.35000,0.36970,2.34759
471.09360,56.00000,6.35000,0.36960,2.34696
471.49216,56.00000,6.35000,0.36950,2.34632
471.89047,56.00000,6.35000,0.36950,2.34632
472.28959,56.00000,6.35000,0.36940,2.34569
472.68824,56.00000,6.35000,0.36940,2.34569
473.68401,57.00000,6.46400,0.37590,2.42982
474.08236,57.00000,6.46400,0.37590,2.42982
474.48118,57.00000,6.46400,0.37570,2.42852
474.87931,57.00000,6.46400,0.37590,2.42982
475.27838,57.00000,6.46500,0.37570,2.42890
475.67662,57.00000,6.46500,0.37550,2.42761
476.07536,57.00000,6.46500,0.37550,2.42761
476.27451,57.00000,6.46500,0.37560,2.42825
476.47362,57.00000,6.46500,0.37540,2.42696
476.67236,57.00000,6.46500,0.37540,2.42696
476.87192,57.00000,6.46500,0.37530,2.42631
477.07139,57.00000,6.46500,0.37530,2.42631
477.26997,57.00000,6.46500,0.37520,2.42567
477.46958,57.00000,6.46500,0.37530,2.42631
477.66877,57.00000,6.46500,0.37520,2.42567
477.86781,57.00000,6.46500,0.37530,2.42631
478.06698,57.00000,6.46500,0.37510,2.42502
478.26680,57.00000,6.46500,0.37520,2.42567
478.46585,57.00000,6.46500,0.37510,2.42502
478.66490,57.00000,6.46500,0.37510,2.42502
479.46246,58.00000,6.57900,0.38160,2.51055
479.66158,58.00000,6.58000,0.38160,2.51093
479.86063,58.00000,6.58000,0.38150,2.51027
480.05977,58.00000,6.58000,0.38160,2.51093
480.25884,58.00000,6.58000,0.38140,2.50961
480.45890,58.00000,6.58000,0.38150,2.51027
480.65700,58.00000,6.58000,0.38140,2.50961
480.85707,58.00000,6.58000,0.38130,2.50895
481.05623,58.00000,6.58000,0.38110,2.50764
481.25535,58.00000,6.58000,0.38130,2.50895
481.45449,58.00000,6.58000,0.38130,2.50895
481.65342,58.00000,6.58000,0.38120,2.50830
481.85351,58.00000,6.58000,0.38120,2.50830
482.05256,58.00000,6.58000,0.38100,2.50698
482.25212,58.00000,6.58000,0.38110,2.50764
482.45117,58.00000,6.58000,0.38110,2.50764
482.65006,58.00000,6.58000,0.38100,2.50698
482.84964,58.00000,6.58000,0.38100,2.50698
483.04900,58.00000,6.58000,0.38090,2.50632
483.24823,58.00000,6.58000,0.38100,2.50698
484.04478,59.00000,6.69500,0.38740,2.59364
484.24445,59.00000,6.69500,0.38730,2.59297
484.44311,59.00000,6.69500,0.38730,2.59297
484.64285,59.00000,6.69500,0.38720,2.59230
484.84194,59.00000,6.69500,0.38730,2.59297
485.24043,59.00000,6.69500,0.38710,2.59163
485.43902,59.00000,6.69500,0.38720,2.59230
485.83759,59.00000,6.69500,0.38700,2.59097
486.03740,59.00000,6.69500,0.38710,2.59163
486.23695,59.00000,6.69500,0.38700,2.59097
486.43531,59.00000,6.69500,0.38680,2.58963
486.83411,59.00000,6.69500,0.38690,2.59030
487.03326,59.00000,6.69500,0.38680,2.58963
487.43216,59.00000,6.69600,0.38680,2.59001
487.63127,59.00000,6.69600,0.38680,2.59001
488.02982,59.00000,6.69600,0.38670,2.58934
488.22872,59.00000,6.69600,0.38670,2.58934
488.42787,59.00000,6.69600,0.38660,2.58867
488.82644,59.00000,6.69600,0.38660,2.58867
489.02607,59.00000,6.69600,0.38650,2.58800
489.82248,60.00000,6.81000,0.39310,2.67701
490.02216,60.00000,6.81000,0.39290,2.67565
490.22139,60.00000,6.81000,0.39280,2.67497
490.61981,60.00000,6.81000,0.39280,2.67497
490.81919,60.00000,6.81000,0.39270,2.67429
491.01877,60.00000,6.81000,0.39270,2.67429
491.41686,60.00000,6.81100,0.39260,2.67400
491.81500,60.00000,6.81100,0.39260,2.67400
492.01431,60.00000,6.81100,0.39260,2.67400
492.41340,60.00000,6.81100,0.39240,2.67264
492.61277,60.00000,6.81100,0.39250,2.67332
492.81182,60.00000,6.81100,0.39220,2.67127
493.20971,60.00000,6.81100,0.39230,2.67196
493.40931,60.00000,6.81100,0.39230,2.67196
493.80791,60.00000,6.81100,0.39230,2.67196
494.00716,60.00000,6.81100,0.39230,2.67196
494.40605,60.00000,6.81100,0.39220,2.67127
494.60513,60.00000,6.81100,0.39230,2.67196
495.00338,60.00000,6.81200,0.39200,2.67030
495.20304,60.00000,6.81200,0.39190,2.66962
495.99915,61.00000,6.92600,0.39840,2.75932
496.39805,61.00000,6.92600,0.39830,2.75863
496.79620,61.00000,6.92600,0.39830,2.75863
497.19544,61.00000,6.92600,0.39830,2.75863
497.59307,61.00000,6.92600,0.39830,2.75863
497.79291,61.00000,6.92600,0.39810,2.75724
498.19105,61.00000,6.92600,0.39790,2.75586
498.58930,61.00000,6.92600,0.39790,2.75586
498.98857,61.00000,6.92700,0.39790,2.75625
499.38700,61.00000,6.92700,0.39770,2.75487
499.78515,61.00000,6.92700,0.39770,2.75487
500.18325,61.00000,6.92700,0.39760,2.75418
500.58237,61.00000,6.92700,0.39760,2.75418
500.98013,61.00000,6.92700,0.39750,2.75348
501.37942,61.00000,6.92700,0.39740,2.75279
501.77755,61.00000,6.92700,0.39730,2.75210
502.17618,61.00000,6.92700,0.39730,2.75210
502.57463,61.00000,6.92700,0.39720,2.75140
502.97332,61.00000,6.92800,0.39700,2.75042
503.37139,61.00000,6.92800,0.39710,2.75111
504.16895,62.00000,7.04200,0.40340,2.84074
504.56706,62.00000,7.04200,0.40340,2.84074
504.96586,62.00000,7.04200,0.40330,2.84004
505.36401,62.00000,7.04200,0.40330,2.84004
505.76216,62.00000,7.04200,0.40310,2.83863
506.16145,62.00000,7.04200,0.40300,2.83793
506.55956,62.00000,7.04300,0.40290,2.83762
506.95714,62.00000,7.04300,0.40300,2.83833
507.35681,62.00000,7.04300,0.40280,2.83692
507.75495,62.00000,7.04300,0.40280,2.83692
508.15361,62.00000,7.04300,0.40270,2.83622
508.55157,62.00000,7.04300,0.40270,2.83622
508.94996,62.00000,7.04300,0.40260,2.83551
509.34905,62.00000,7.04300,0.40250,2.83481
509.74721,62.00000,7.04300,0.40240,2.83410
510.14573,62.00000,7.04400,0.40240,2.83451
510.54440,62.00000,7.04400,0.40220,2.83310
510.94253,62.00000,7.04400,0.40220,2.83310
511.34182,62.00000,7.04400,0.40230,2.83380
511.73982,62.00000,7.04400,0.40200,2.83169
512.53667,63.00000,7.15800,0.40840,2.92333
512.93492,63.00000,7.15800,0.40840,2.92333
513.33393,63.00000,7.15900,0.40830,2.92302
513.73267,63.00000,7.15900,0.40820,2.92230
514.13084,63.00000,7.15900,0.40820,2.92230
514.52896,63.00000,7.15900,0.40810,2.92159
514.92737,63.00000,7.15900,0.40800,2.92087
515.32574,63.00000,7.15900,0.40790,2.92016
515.72445,63.00000,7.15900,0.40780,2.91944
516.12262,63.00000,7.15900,0.40780,2.91944
516.52127,63.00000,7.15900,0.40780,2.91944
516.92011,63.00000,7.16000,0.40760,2.91842
517.31889,63.00000,7.16000,0.40760,2.91842
517.71700,63.00000,7.16000,0.40750,2.91770
518.11533,63.00000,7.16000,0.40750,2.91770
518.51341,63.00000,7.16000,0.40730,2.91627
518.91234,63.00000,7.16000,0.40730,2.91627
519.31127,63.00000,7.16000,0.40710,2.91484
519.70988,63.00000,7.16000,0.40720,2.91555
520.10774,63.00000,7.16000,0.40710,2.91484
520.90450,64.00000,7.27500,0.41340,3.00748
521.30331,64.00000,7.27500,0.41320,3.00603
521.70174,64.00000,7.27500,0.41320,3.00603
522.10100,64.00000,7.27500,0.41310,3.00530
522.49873,64.00000,7.27500,0.41310,3.00530
522.89766,64.00000,7.27500,0.41300,3.00457
523.29618,64.00000,7.27500,0.41290,3.00385
523.69435,64.00000,7.27500,0.41280,3.00312
524.09245,64.00000,7.27600,0.41280,3.00353
524.49159,64.00000,7.27600,0.41270,3.00281
524.89034,64.00000,7.27600,0.41240,3.00062
525.28800,64.00000,7.27600,0.41240,3.00062
525.68640,64.00000,7.27600,0.41250,3.00135
526.08507,64.00000,7.27600,0.41240,3.00062
526.48385,64.00000,7.27600,0.41230,2.99989
526.88201,64.00000,7.27600,0.41230,2.99989
527.28104,64.00000,7.27600,0.41220,2.99917
527.67871,64.00000,7.27700,0.41210,2.99885
528.07794,64.00000,7.27700,0.41210,2.99885
528.47655,64.00000,7.27700,0.41200,2.99812
529.27343,65.00000,7.39100,0.41830,3.09166
529.67189,65.00000,7.39100,0.41820,3.09092
530.07006,65.00000,7.39100,0.41810,3.09018
530.46889,65.00000,7.39100,0.41810,3.09018
530.86699,65.00000,7.39200,0.41800,3.08986
531.26575,65.00000,7.39200,0.41790,3.08912
531.66403,65.00000,7.39200,0.41780,3.08838
532.06277,65.00000,7.39200,0.41780,3.08838
532.46091,65.00000,7.39200,0.41780,3.08838
532.85957,65.00000,7.39200,0.41750,3.08616
533.25853,65.00000,7.39200,0.41750,3.08616
533.65663,65.00000,7.39200,0.41740,3.08542
534.05538,65.00000,7.39200,0.41740,3.08542
534.45346,65.00000,7.39200,0.41750,3.08616
534.85186,65.00000,7.39300,0.41730,3.08510
535.25057,65.00000,7.39300,0.41720,3.08436
535.64872,65.00000,7.39300,0.41700,3.08288
536.04785,65.00000,7.39300,0.41700,3.08288
536.44588,65.00000,7.39300,0.41700,3.08288
536.84478,65.00000,7.39300,0.41680,3.08140
537.64144,66.00000,7.50700,0.42310,3.17621
538.03971,66.00000,7.50800,0.42300,3.17588
538.43886,66.00000,7.50800,0.42310,3.17663
538.83694,66.00000,7.50800,0.42290,3.17513
539.23571,66.00000,7.50800,0.42290,3.17513
539.63431,66.00000,7.50800,0.42280,3.17438
540.03240,66.00000,7.50800,0.42270,3.17363
540.43046,66.00000,7.50800,0.42280,3.17438
540.82950,66.00000,7.50800,0.42250,3.17213
541.22794,66.00000,7.50800,0.42240,3.17138
541.62596,66.00000,7.50800,0.42230,3.17063
542.02479,66.00000,7.50900,0.42240,3.17180
542.42344,66.00000,7.50900,0.42240,3.17180
542.82161,66.00000,7.50900,0.42210,3.16955
543.22014,66.00000,7.50900,0.42210,3.16955
543.61881,66.00000,7.50900,0.42220,3.17030
544.01699,66.00000,7.50900,0.42200,3.16880
544.41583,66.00000,7.50900,0.42190,3.16805
544.81380,66.00000,7.50900,0.42190,3.16805
545.21266,66.00000,7.50900,0.42170,3.16655
546.00928,67.00000,7.62400,0.42800,3.26307
546.40769,67.00000,7.62400,0.42790,3.26231
546.80667,67.00000,7.62400,0.42780,3.26155
547.20539,67.00000,7.62400,0.42780,3.26155
547.60353,67.00000,7.62400,0.42770,3.26078
548.00201,67.00000,7.62400,0.42770,3.26078
548.40020,67.00000,7.62400,0.42760,3.26002
548.79929,67.00000,7.62500,0.42750,3.25969
549.19776,67.00000,7.62500,0.42740,3.25893
549.59556,67.00000,7.62500,0.42730,3.25816
549.99434,67.00000,7.62500,0.42720,3.25740
550.39297,67.00000,7.62500,0.42730,3.25816
550.79135,67.00000,7.62500,0.42720,3.25740
551.19009,67.00000,7.62500,0.42700,3.25588
551.58775,67.00000,7.62500,0.42700,3.25588
551.98623,67.00000,7.62600,0.42690,3.25554
552.38540,67.00000,7.62600,0.42670,3.25401
552.78389,67.00000,7.62600,0.42680,3.25478
553.18242,67.00000,7.62600,0.42660,3.25325
553.58046,67.00000,7.62600,0.42650,3.25249
554.37806,68.00000,7.74000,0.43270,3.34910
554.77624,68.00000,7.74100,0.43270,3.34953
555.17419,68.00000,7.74100,0.43270,3.34953
555.57329,68.00000,7.74100,0.43250,3.34798
555.97144,68.00000,7.74100,0.43250,3.34798
556.36966,68.00000,7.74100,0.43240,3.34721
556.76870,68.00000,7.74100,0.43240,3.34721
557.16698,68.00000,7.74100,0.43230,3.34643
557.56507,68.00000,7.74100,0.43220,3.34566
557.96370,68.00000,7.74100,0.43220,3.34566
558.36279,68.00000,7.74100,0.43210,3.34489
558.76143,68.00000,7.74200,0.43210,3.34532
559.15938,68.00000,7.74200,0.43200,3.34454
559.55739,68.00000,7.74200,0.43180,3.34300
559.95599,68.00000,7.74200,0.43180,3.34300
560.35462,68.00000,7.74200,0.43170,3.34222
560.75387,68.00000,7.74200,0.43160,3.34145
561.15186,68.00000,7.74200,0.43160,3.34145
561.55014,68.00000,7.74200,0.43150,3.34067
561.94894,68.00000,7.74300,0.43140,3.34033
562.74559,69.00000,7.85700,0.43750,3.43744
563.14393,69.00000,7.85700,0.43750,3.43744
563.54324,69.00000,7.85700,0.43750,3.43744
563.94141,69.00000,7.85700,0.43740,3.43665
564.34007,69.00000,7.85700,0.43730,3.43587
564.73788,69.00000,7.85700,0.43720,3.43508
565.13707,69.00000,7.85700,0.43720,3.43508
565.53530,69.00000,7.85800,0.43700,3.43395
565.93372,69.00000,7.85800,0.43700,3.43395
566.33238,69.00000,7.85800,0.43700,3.43395
566.73010,69.00000,7.85800,0.43680,3.43237
567.12879,69.00000,7.85800,0.43680,3.43237
567.52795,69.00000,7.85800,0.43670,3.43159
567.92559,69.00000,7.85800,0.43660,3.43080
568.32456,69.00000,7.85800,0.43660,3.43080
568.72317,69.00000,7.85800,0.43640,3.42923
569.12187,69.00000,7.85900,0.43640,3.42967
569.51900,69.00000,7.85900,0.43640,3.42967
569.91829,69.00000,7.85900,0.43630,3.42888
570.31639,69.00000,7.85900,0.43620,3.42810
571.11364,70.00000,7.97300,0.44230,3.52646
571.51186,70.00000,7.97400,0.44230,3.52690
571.91102,70.00000,7.97400,0.44230,3.52690
572.30880,70.00000,7.97400,0.44220,3.52610
572.70790,70.00000,7.97400,0.44210,3.52531
573.10609,70.00000,7.97400,0.44200,3.52451
573.50521,70.00000,7.97400,0.44190,3.52371
573.90346,70.00000,7.97400,0.44180,3.52291
574.30161,70.00000,7.97400,0.44170,3.52212
574.70086,70.00000,7.97400,0.44170,3.52212
575.09924,70.00000,7.97400,0.44170,3.52212
575.49705,70.00000,7.97500,0.44150,3.52096
575.89532,70.00000,7.97500,0.44150,3.52096
576.29413,70.00000,7.97500,0.44150,3.52096
576.69265,70.00000,7.97500,0.44130,3.51937
577.09087,70.00000,7.97500,0.44140,3.52016
577.48952,70.00000,7.97500,0.44130,3.51937
577.88758,70.00000,7.97500,0.44120,3.51857
578.28622,70.00000,7.97500,0.44110,3.51777
578.68487,70.00000,7.97500,0.44100,3.51697
579.48163,71.00000,8.09000,0.44720,3.61785
579.88092,71.00000,8.09000,0.44700,3.61623
580.27906,71.00000,8.09000,0.44700,3.61623
580.67766,71.00000,8.09000,0.44700,3.61623
581.07625,71.00000,8.09000,0.44700,3.61623
581.47415,71.00000,8.09000,0.44680,3.61461
581.87334,71.00000,8.09000,0.44670,3.61380
582.27134,71.00000,8.09000,0.44660,3.61299
582.67036,71.00000,8.09100,0.44660,3.61344
583.06800,71.00000,8.09100,0.44640,3.61182
583.46714,71.00000,8.09100,0.44640,3.61182
583.86535,71.00000,8.09100,0.44630,3.61101
584.26349,71.00000,8.09100,0.44630,3.61101
584.66188,71.00000,8.09100,0.44620,3.61020
585.06078,71.00000,8.09100,0.44610,3.60940
585.45889,71.00000,8.09100,0.44600,3.60859
585.85755,71.00000,8.09100,0.44600,3.60859
586.25586,71.00000,8.09100,0.44580,3.60697
586.65495,71.00000,8.09200,0.44580,3.60741
587.05344,71.00000,8.09200,0.44580,3.60741
587.84988,72.00000,8.20600,0.45180,3.70747
588.24870,72.00000,8.20600,0.45180,3.70747
588.64702,72.00000,8.20700,0.45170,3.70710
589.04536,72.00000,8.20700,0.45160,3.70628
589.44450,72.00000,8.20700,0.45160,3.70628
589.84245,72.00000,8.20700,0.45150,3.70546
590.24157,72.00000,8.20700,0.45140,3.70464
590.64021,72.00000,8.20700,0.45140,3.70464
591.03838,72.00000,8.20700,0.45120,3.70300
591.43691,72.00000,8.20700,0.45110,3.70218
591.83469,72.00000,8.20700,0.45110,3.70218
592.23380,72.00000,8.20700,0.45100,3.70136
592.63202,72.00000,8.20800,0.45090,3.70099
593.03097,72.00000,8.20800,0.45080,3.70017
593.42924,72.00000,8.20800,0.45080,3.70017
593.82735,72.00000,8.20800,0.45080,3.70017
594.22610,72.00000,8.20800,0.45070,3.69935
594.62483,72.00000,8.20800,0.45050,3.69770
595.02320,72.00000,8.20800,0.45050,3.69770
595.42185,72.00000,8.20800,0.45040,3.69688
596.21793,73.00000,8.32300,0.45650,3.79945
596.61658,73.00000,8.32300,0.45640,3.79862
597.01571,73.00000,8.32300,0.45640,3.79862
597.41411,73.00000,8.32300,0.45630,3.79778
597.81274,73.00000,8.32300,0.45620,3.79695
598.21126,73.00000,8.32300,0.45610,3.79612
598.60892,73.00000,8.32400,0.45600,3.79574
599.00753,73.00000,8.32400,0.45600,3.79574
599.40586,73.00000,8.32400,0.45590,3.79491
599.80503,73.00000,8.32400,0.45580,3.79408
600.20350,73.00000,8.32400,0.45580,3.79408
600.60127,73.00000,8.32400,0.45570,3.79325
600.99990,73.00000,8.32400,0.45560,3.79241
601.39818,73.00000,8.32400,0.45550,3.79158
601.79686,73.00000,8.32400,0.45540,3.79075
602.19561,73.00000,8.32400,0.45540,3.79075
602.59442,73.00000,8.32500,0.45540,3.79120
602.99252,73.00000,8.32500,0.45520,3.78954
603.39054,73.00000,8.32500,0.45510,3.78871
603.78989,73.00000,8.32500,0.45510,3.78871
604.58695,74.00000,8.44000,0.46120,3.89253
604.98515,74.00000,8.44000,0.46110,3.89168
605.38335,74.00000,8.44000,0.46110,3.89168
605.78107,74.00000,8.44000,0.46090,3.89000
606.18065,74.00000,8.44000,0.46090,3.89000
606.57895,74.00000,8.44000,0.46070,3.88831
606.97743,74.00000,8.44000,0.46070,3.88831
607.37532,74.00000,8.44000,0.46060,3.88746
607.77453,74.00000,8.44000,0.46050,3.88662
608.17327,74.00000,8.44000,0.46070,3.88831
608.57106,74.00000,8.44100,0.46040,3.88624
608.97039,74.00000,8.44100,0.46030,3.88539
609.36811,74.00000,8.44100,0.46020,3.88455
609.76699,74.00000,8.44100,0.46010,3.88370
610.16468,74.00000,8.44100,0.46000,3.88286
610.56389,74.00000,8.44100,0.46010,3.88370
610.96246,74.00000,8.44100,0.45990,3.88202
611.36076,74.00000,8.44100,0.45990,3.88202
611.75931,74.00000,8.44200,0.45990,3.88248
612.15781,74.00000,8.44200,0.45970,3.88079
613.15477,75.00000,8.55600,0.46570,3.98453
613.55286,75.00000,8.55600,0.46560,3.98367
613.95099,75.00000,8.55700,0.46560,3.98414
614.34978,75.00000,8.55700,0.46550,3.98328
614.74847,75.00000,8.55700,0.46550,3.98328
615.14728,75.00000,8.55700,0.46520,3.98072
615.54537,75.00000,8.55700,0.46520,3.98072
615.94405,75.00000,8.55700,0.46520,3.98072
616.34218,75.00000,8.55700,0.46510,3.97986
616.74094,75.00000,8.55700,0.46510,3.97986
617.13944,75.00000,8.55700,0.46510,3.97986
617.53756,75.00000,8.55800,0.46490,3.97861
617.93578,75.00000,8.55800,0.46490,3.97861
618.33501,75.00000,8.55800,0.46480,3.97776
618.73295,75.00000,8.55800,0.46460,3.97605
619.13198,75.00000,8.55800,0.46440,3.97434
619.53005,75.00000,8.55800,0.46460,3.97605
619.92834,75.00000,8.55800,0.46440,3.97434
620.32748,75.00000,8.55800,0.46440,3.97434
620.72624,75.00000,8.55800,0.46430,3.97348
621.52294,76.00000,8.67300,0.47030,4.07891
621.92138,76.00000,8.67300,0.47020,4.07804
622.31983,76.00000,8.67300,0.47020,4.07804
622.71852,76.00000,8.67300,0.47010,4.07718
623.11691,76.00000,8.67300,0.47000,4.07631
623.51552,76.00000,8.67400,0.46980,4.07505
623.91348,76.00000,8.67400,0.47000,4.07678
624.31272,76.00000,8.67400,0.46980,4.07505
624.71050,76.00000,8.67400,0.46960,4.07331
625.10914,76.00000,8.67400,0.46960,4.07331
625.50730,76.00000,8.67400,0.46950,4.07244
625.90644,76.00000,8.67400,0.46950,4.07244
626.30446,76.00000,8.67400,0.46950,4.07244
626.70356,76.00000,8.67500,0.46930,4.07118
627.10141,76.00000,8.67500,0.46920,4.07031
627.50058,76.00000,8.67500,0.46920,4.07031
627.89917,76.00000,8.67500,0.46910,4.06944
628.29761,76.00000,8.67500,0.46900,4.06858
628.69532,76.00000,8.67500,0.46900,4.06858
629.09426,76.00000,8.67500,0.46890,4.06771
630.09082,77.00000,8.79000,0.47490,4.17437
630.48924,77.00000,8.79000,0.47480,4.17349
630.88769,77.00000,8.79000,0.47470,4.17261
631.28644,77.00000,8.79000,0.47470,4.17261
631.68423,77.00000,8.79000,0.47450,4.17085
632.08308,77.00000,8.79000,0.47450,4.17085
632.48184,77.00000,8.79100,0.47440,4.17045
632.88030,77.00000,8.79100,0.47440,4.17045
633.27805,77.00000,8.79100,0.47430,4.16957
633.67619,77.00000,8.79100,0.47420,4.16869
634.07581,77.00000,8.79100,0.47410,4.16781
634.47394,77.00000,8.79100,0.47410,4.16781
634.87276,77.00000,8.79100,0.47400,4.16693
635.27097,77.00000,8.79100,0.47400,4.16693
635.66969,77.00000,8.79100,0.47380,4.16518
636.06729,77.00000,8.79200,0.47370,4.16477
636.46659,77.00000,8.79200,0.47360,4.16389
636.86470,77.00000,8.79200,0.47360,4.16389
637.26284,77.00000,8.79200,0.47350,4.16301
637.66193,77.00000,8.79200,0.47340,4.16213
638.65733,78.00000,8.90700,0.47940,4.27002
639.05667,78.00000,8.90700,0.47930,4.26913
639.45542,78.00000,8.90700,0.47920,4.26823
639.85358,78.00000,8.90700,0.47910,4.26734
640.25174,78.00000,8.90700,0.47910,4.26734
640.65067,78.00000,8.90700,0.47900,4.26645
641.04853,78.00000,8.90700,0.47880,4.26467
641.44748,78.00000,8.90700,0.47890,4.26556
641.84581,78.00000,8.90800,0.47880,4.26515
642.24484,78.00000,8.90800,0.47870,4.26426
642.64329,78.00000,8.90800,0.47860,4.26337
643.04125,78.00000,8.90800,0.47850,4.26248
643.44037,78.00000,8.90800,0.47840,4.26159
643.83857,78.00000,8.90800,0.47840,4.26159
644.23670,78.00000,8.90800,0.47850,4.26248
644.63494,78.00000,8.90800,0.47830,4.26070
645.03414,78.00000,8.90800,0.47820,4.25981
645.43252,78.00000,8.90800,0.47810,4.25891
645.83123,78.00000,8.90900,0.47800,4.25850
646.22941,78.00000,8.90900,0.47790,4.25761
647.22584,79.00000,9.02400,0.48390,4.36671
647.62400,79.00000,9.02400,0.48390,4.36671
648.02263,79.00000,9.02400,0.48380,4.36581
648.42106,79.00000,9.02400,0.48360,4.36401
648.81929,79.00000,9.02400,0.48360,4.36401
649.21792,79.00000,9.02400,0.48350,4.36310
649.61671,79.00000,9.02400,0.48350,4.36310
650.01548,79.00000,9.02400,0.48340,4.36220
650.41409,79.00000,9.02400,0.48330,4.36130
650.81245,79.00000,9.02400,0.48320,4.36040
651.21010,79.00000,9.02500,0.48320,4.36088
651.60870,79.00000,9.02500,0.48320,4.36088
652.00778,79.00000,9.02500,0.48300,4.35907
652.40639,79.00000,9.02500,0.48290,4.35817
652.80440,79.00000,9.02500,0.48290,4.35817
653.20347,79.00000,9.02500,0.48280,4.35727
653.60176,79.00000,9.02500,0.48280,4.35727
654.00048,79.00000,9.02500,0.48250,4.35456
654.39878,79.00000,9.02500,0.48270,4.35637
654.79748,79.00000,9.02500,0.48250,4.35456
655.79290,80.00000,9.14000,0.48840,4.46398
656.19163,80.00000,9.14000,0.48830,4.46306
656.59015,80.00000,9.14100,0.48830,4.46355
656.98855,80.00000,9.14100,0.48820,4.46264
657.38778,80.00000,9.14100,0.48820,4.46264
657.78572,80.00000,9.14100,0.48810,4.46172
658.18399,80.00000,9.14100,0.48800,4.46081
658.58231,80.00000,9.14100,0.48800,4.46081
658.98096,80.00000,9.14100,0.48780,4.45898
659.38024,80.00000,9.14100,0.48770,4.45807
659.77787,80.00000,9.14100,0.48770,4.45807
660.17650,80.00000,9.14100,0.48760,4.45715
660.57569,80.00000,9.14100,0.48750,4.45624
660.97333,80.00000,9.14200,0.48740,4.45581
661.37231,80.00000,9.14200,0.48750,4.45672
661.77082,80.00000,9.14200,0.48730,4.45490
662.16966,80.00000,9.14200,0.48720,4.45398
662.56764,80.00000,9.14200,0.48720,4.45398
662.96586,80.00000,9.14200,0.48710,4.45307
663.36469,80.00000,9.14200,0.48700,4.45215
664.36056,81.00000,9.25700,0.49290,4.56278
664.75971,81.00000,9.25700,0.49280,4.56185
665.15726,81.00000,9.25700,0.49280,4.56185
665.55599,81.00000,9.25700,0.49270,4.56092
665.95495,81.00000,9.25700,0.49270,4.56092
666.35339,81.00000,9.25800,0.49250,4.55956
666.75204,81.00000,9.25800,0.49250,4.55956
667.15023,81.00000,9.25800,0.49240,4.55864
667.54939,81.00000,9.25800,0.49240,4.55864
667.94768,81.00000,9.25800,0.49230,4.55771
668.34613,81.00000,9.25800,0.49210,4.55586
