Time,voltage,current,TH,Ttest,TM_1,TM_2,TM_3,FlipEvent
0.00300,0.00000,0.00000,115.19000,23.62000,89.94000,23.19000,22.69000,0
0.31310,0.00000,0.00000,115.06000,23.62000,89.75000,23.19000,22.69000,0
0.70331,0.00000,0.00000,114.81000,23.62000,89.62000,23.19000,22.69000,0
1.10946,0.00000,0.00000,114.69000,23.62000,89.50000,23.19000,22.69000,0
1.49868,0.00000,0.00000,114.56000,23.62000,89.44000,23.19000,22.69000,0
1.90376,0.00000,0.00000,114.31000,23.62000,89.31000,23.19000,22.69000,0
2.30757,0.00000,0.00000,114.19000,23.62000,89.19000,23.19000,22.69000,0
2.69824,0.00000,0.00000,114.06000,23.62000,89.06000,23.19000,22.69000,0
3.10427,0.00000,0.00000,113.81000,23.62000,89.00000,23.19000,22.69000,0
